rank,test_auc_mean,test_auc_std,test_acc_mean,test_acc_std,test_sens_ASD_mean,test_spec_CONTROL_mean,elapsed_sec_mean
6,0.5074928466729419,0.002044048942397669,0.5033629270917407,0.030022621970620993,0.46813725486753893,0.5335827826535259,17.593119144439697
8,0.5775322309482666,0.040570461253879635,0.564445213113494,0.04031537027073806,0.4950980391792819,0.6239949048249317,21.192251046498615
9,0.5491860505049085,0.010895033968882533,0.5328029516891503,0.012015138177191059,0.4754901960434688,0.5818671549138397,15.49450675646464
